M.Wt.,Model_Enthalpy,Model_Entropy,C,H,As,B,Br,Cl,F,Ge,I,N,O,P,S,Se,Si,DG (298K)
192.874,-288.7,367.4,2,4,1,0,0,2,1,0,0,0,0,0,0,0,0,-209.542707
192.874,-243.2,384.9,2,4,1,0,0,2,1,0,0,0,0,0,0,0,0,-169.257707
192.874,-272.9,381.2,2,4,1,0,0,2,1,0,0,0,0,0,0,0,0,-197.855107
192.874,-206.2,378.6,2,4,1,0,0,2,1,0,0,0,0,0,0,0,0,-130.380307
194.891,263.8,348.4,3,4,1,0,1,0,0,0,0,0,0,0,0,0,0,276.315404
194.891,278.5,350,3,4,1,0,1,0,0,0,0,0,0,0,0,0,0,290.538604
194.891,273.8,352.2,3,4,1,0,1,0,0,0,0,0,0,0,0,0,0,285.183004
194.891,262.4,350.3,3,4,1,0,1,0,0,0,0,0,0,0,0,0,0,274.349204
194.891,239.7,326.8,3,4,1,0,1,0,0,0,0,0,0,0,0,0,0,258.652204
194.891,235,326.8,3,4,1,0,1,0,0,0,0,0,0,0,0,0,0,253.952204
194.891,231.1,326.9,3,4,1,0,1,0,0,0,0,0,0,0,0,0,0,250.022404
195.299,-99.93,350.8,1,2,1,0,0,3,0,0,0,0,0,0,0,0,0,-53.455857
214.878,-238.7,393.4,2,4,1,0,1,0,0,0,0,0,2,0,0,0,0,-180.17131
214.878,-244.5,389.3,2,4,1,0,1,0,0,0,0,0,2,0,0,0,0,-184.74951
196.907,96.45,357.6,3,6,1,0,1,0,0,0,0,0,0,0,0,0,0,145.166444
196.907,118.2,346,3,6,1,0,1,0,0,0,0,0,0,0,0,0,0,170.373244
196.907,115.7,378.8,3,6,1,0,1,0,0,0,0,0,0,0,0,0,0,158.098844
196.907,87.5,359.8,3,6,1,0,1,0,0,0,0,0,0,0,0,0,0,135.560844
196.907,126.6,351.3,3,6,1,0,1,0,0,0,0,0,0,0,0,0,0,177.193844
196.907,118,366.7,3,6,1,0,1,0,0,0,0,0,0,0,0,0,0,164.004644
196.907,93.72,360.2,3,6,1,0,1,0,0,0,0,0,0,0,0,0,0,141.661644
196.907,135.6,367.9,3,6,1,0,1,0,0,0,0,0,0,0,0,0,0,181.247044
196.907,182.3,350.4,3,6,1,0,1,0,0,0,0,0,0,0,0,0,0,233.162044
196.907,173.5,354.6,3,6,1,0,1,0,0,0,0,0,0,0,0,0,0,223.110444
196.907,118.8,338.3,3,6,1,0,1,0,0,0,0,0,0,0,0,0,0,173.267844
196.907,117.5,335.3,3,6,1,0,1,0,0,0,0,0,0,0,0,0,0,172.861844
216.894,-368.5,413.4,2,6,1,0,1,0,0,0,0,0,2,0,0,0,0,-276.98867
216.894,-345.7,407.2,2,6,1,0,1,0,0,0,0,0,2,0,0,0,0,-252.34107
198.923,15.77,374.9,3,8,1,0,1,0,0,0,0,0,0,0,0,0,0,98.273684
198.923,-2.415,371.8,3,8,1,0,1,0,0,0,0,0,0,0,0,0,0,81.012484
198.923,-18.57,378.4,3,8,1,0,1,0,0,0,0,0,0,0,0,0,0,62.890684
198.923,22.73,379.5,3,8,1,0,1,0,0,0,0,0,0,0,0,0,0,103.862884
198.923,-20.57,363.6,3,8,1,0,1,0,0,0,0,0,0,0,0,0,0,65.301084
198.923,-27.42,368.6,3,8,1,0,1,0,0,0,0,0,0,0,0,0,0,56.961084
198.923,-13.22,373,3,8,1,0,1,0,0,0,0,0,0,0,0,0,0,69.849884
198.923,27.59,380.3,3,8,1,0,1,0,0,0,0,0,0,0,0,0,0,108.484484
198.923,46.36,387.2,3,8,1,0,1,0,0,0,0,0,0,0,0,0,0,125.198284
198.987,11.37,397.5,3,9,1,0,0,0,0,0,0,0,0,0,0,1,0,98.49179
198.987,11.29,387.3,3,9,1,0,0,0,0,0,0,0,0,0,0,1,0,101.45139
200.87,-87.52,346.7,2,3,1,0,1,0,1,0,0,0,0,0,0,0,0,-65.464275
200.87,-113.1,347.3,2,3,1,0,1,0,1,0,0,0,0,0,0,0,0,-91.223075
200.87,-99.79,344.6,2,3,1,0,1,0,1,0,0,0,0,0,0,0,0,-77.108475
200.87,-33.02,327.7,2,3,1,0,1,0,1,0,0,0,0,0,0,0,0,-5.302275
200.87,-14.16,329.6,2,3,1,0,1,0,1,0,0,0,0,0,0,0,0,12.991525
220.857,-531.9,394.2,1,3,1,0,1,0,1,0,0,0,2,0,0,0,0,-464.575989
202.886,-228.2,355.9,2,5,1,0,1,0,1,0,0,0,0,0,0,0,0,-169.943235
202.886,-165.9,362.7,2,5,1,0,1,0,1,0,0,0,0,0,0,0,0,-109.669635
202.886,-193,354.9,2,5,1,0,1,0,1,0,0,0,0,0,0,0,0,-134.445235
202.886,-190.5,354.5,2,5,1,0,1,0,1,0,0,0,0,0,0,0,0,-131.826035
202.886,-166.2,365.2,2,5,1,0,1,0,1,0,0,0,0,0,0,0,0,-110.714635
202.886,-145.8,367.8,2,5,1,0,1,0,1,0,0,0,0,0,0,0,0,-91.089435
204.886,479,357,4,2,1,0,1,0,0,0,0,0,0,0,0,0,0,451.720484
205.311,0.2755,341,1,3,1,0,1,1,0,0,0,0,0,0,0,0,0,25.342515
206.849,-425.4,340.1,1,2,1,0,1,0,2,0,0,0,0,0,0,0,0,-392.343754
206.902,330.8,371.7,4,4,1,0,1,0,0,0,0,0,0,0,0,0,0,338.082524
206.902,332.2,366,4,4,1,0,1,0,0,0,0,0,0,0,0,0,0,341.181124
206.902,360.1,373.4,4,4,1,0,1,0,0,0,0,0,0,0,0,0,0,366.875924
206.902,405.4,357.9,4,4,1,0,1,0,0,0,0,0,0,0,0,0,0,416.794924
206.902,387.9,354.6,4,4,1,0,1,0,0,0,0,0,0,0,0,0,0,400.278324
206.902,239,338,4,4,1,0,1,0,0,0,0,0,0,0,0,0,0,256.325124
206.902,246.2,338.3,4,4,1,0,1,0,0,0,0,0,0,0,0,0,0,263.435724
206.913,-525.2,351.4,1,3,1,0,0,0,2,0,0,0,0,0,0,1,0,-484.158248
207.31,-18.42,370.2,2,2,1,0,0,3,0,0,0,0,0,0,0,0,0,23.983463
207.31,54.3,355.7,2,2,1,0,0,3,0,0,0,0,0,0,0,0,0,101.024463
226.889,-76.52,419.9,3,4,1,0,1,0,0,0,0,0,2,0,0,0,0,-24.17779
226.889,-76.64,421.9,3,4,1,0,1,0,0,0,0,0,2,0,0,0,0,-24.89379
208.918,246.5,379.1,4,6,1,0,1,0,0,0,0,0,0,0,0,0,0,290.519964
208.918,249.3,377.5,4,6,1,0,1,0,0,0,0,0,0,0,0,0,0,293.796764
208.918,213.7,360.1,4,6,1,0,1,0,0,0,0,0,0,0,0,0,0,263.381964
208.918,237.2,383.8,4,6,1,0,1,0,0,0,0,0,0,0,0,0,0,279.819364
208.918,268.5,384.9,4,6,1,0,1,0,0,0,0,0,0,0,0,0,0,310.791564
208.918,204.8,391,4,6,1,0,1,0,0,0,0,0,0,0,0,0,0,245.273764
208.918,246.1,378,4,6,1,0,1,0,0,0,0,0,0,0,0,0,0,290.447764
208.918,236.1,374.6,4,6,1,0,1,0,0,0,0,0,0,0,0,0,0,281.460964
208.918,243.1,380.4,4,6,1,0,1,0,0,0,0,0,0,0,0,0,0,286.732564
208.918,208.3,376.1,4,6,1,0,1,0,0,0,0,0,0,0,0,0,0,253.213964
208.918,284.9,388.9,4,6,1,0,1,0,0,0,0,0,0,0,0,0,0,325.999564
208.918,259.2,392.5,4,6,1,0,1,0,0,0,0,0,0,0,0,0,0,299.226764
208.918,282.7,414.1,4,6,1,0,1,0,0,0,0,0,0,0,0,0,0,316.289964
208.918,269.3,389.2,4,6,1,0,1,0,0,0,0,0,0,0,0,0,0,310.310164
208.918,267.9,394.6,4,6,1,0,1,0,0,0,0,0,0,0,0,0,0,307.300964
208.918,251.3,368.7,4,6,1,0,1,0,0,0,0,0,0,0,0,0,0,298.419164
208.918,257.1,368.8,4,6,1,0,1,0,0,0,0,0,0,0,0,0,0,304.189364
208.918,249.2,367.8,4,6,1,0,1,0,0,0,0,0,0,0,0,0,0,296.587364
208.918,240,368.6,4,6,1,0,1,0,0,0,0,0,0,0,0,0,0,287.148964
208.918,260.5,364.6,4,6,1,0,1,0,0,0,0,0,0,0,0,0,0,308.840964
208.918,152.1,351.4,4,6,1,0,1,0,0,0,0,0,0,0,0,0,0,204.374564
208.918,236.6,371.7,4,6,1,0,1,0,0,0,0,0,0,0,0,0,0,282.825164
208.918,153.7,352.7,4,6,1,0,1,0,0,0,0,0,0,0,0,0,0,205.587164
208.918,232.3,371.2,4,6,1,0,1,0,0,0,0,0,0,0,0,0,0,278.674164
208.918,148.1,350.3,4,6,1,0,1,0,0,0,0,0,0,0,0,0,0,200.702364
208.918,143.9,351.9,4,6,1,0,1,0,0,0,0,0,0,0,0,0,0,196.025564
227.297,-455.2,404.8,1,2,1,0,0,3,0,0,0,0,2,0,0,0,0,-363.684051
209.326,-107.9,377.5,2,4,1,0,0,3,0,0,0,0,0,0,0,0,0,-28.729297
209.326,-98.95,393.6,2,4,1,0,0,3,0,0,0,0,0,0,0,0,0,-24.577097
209.326,-97,377.9,2,4,1,0,0,3,0,0,0,0,0,0,0,0,0,-17.948497
209.326,-66.96,391.5,2,4,1,0,0,3,0,0,0,0,0,0,0,0,0,8.038703
209.326,-73.18,384.5,2,4,1,0,0,3,0,0,0,0,0,0,0,0,0,3.904703
228.905,-278,432.5,3,6,1,0,1,0,0,0,0,0,2,0,0,0,0,-190.46995
228.905,-284.1,430.3,3,6,1,0,1,0,0,0,0,0,2,0,0,0,0,-195.91435
228.905,-277,425.7,3,6,1,0,1,0,0,0,0,0,2,0,0,0,0,-187.44355
210.934,97.17,377.6,4,8,1,0,1,0,0,0,0,0,0,0,0,0,0,180.579604
210.934,102.2,380.5,4,8,1,0,1,0,0,0,0,0,0,0,0,0,0,184.745404
210.934,100.4,377.9,4,8,1,0,1,0,0,0,0,0,0,0,0,0,0,183.720204
210.934,103.8,394.4,4,8,1,0,1,0,0,0,0,0,0,0,0,0,0,182.203204
210.934,79.37,386.4,4,8,1,0,1,0,0,0,0,0,0,0,0,0,0,160.157204
210.934,81.16,385.2,4,8,1,0,1,0,0,0,0,0,0,0,0,0,0,162.304804
210.934,64.19,369.7,4,8,1,0,1,0,0,0,0,0,0,0,0,0,0,149.953804
210.934,126.4,379.5,4,8,1,0,1,0,0,0,0,0,0,0,0,0,0,209.243404
210.934,110.3,395.7,4,8,1,0,1,0,0,0,0,0,0,0,0,0,0,188.315804
210.934,102.1,409.4,4,8,1,0,1,0,0,0,0,0,0,0,0,0,0,176.033204
210.934,121.4,412.5,4,8,1,0,1,0,0,0,0,0,0,0,0,0,0,194.409404
210.934,106.4,377.4,4,8,1,0,1,0,0,0,0,0,0,0,0,0,0,189.869204
210.934,97.88,401.1,4,8,1,0,1,0,0,0,0,0,0,0,0,0,0,174.286604
210.934,74.53,387,4,8,1,0,1,0,0,0,0,0,0,0,0,0,0,155.138404
210.934,83.2,382.6,4,8,1,0,1,0,0,0,0,0,0,0,0,0,0,165.119604
210.934,69.33,374.2,4,8,1,0,1,0,0,0,0,0,0,0,0,0,0,153.752804
210.934,134.5,386.6,4,8,1,0,1,0,0,0,0,0,0,0,0,0,0,215.227604
210.934,117.3,392.4,4,8,1,0,1,0,0,0,0,0,0,0,0,0,0,196.299204
210.934,106.3,395.8,4,8,1,0,1,0,0,0,0,0,0,0,0,0,0,184.286004
210.934,127.3,406.2,4,8,1,0,1,0,0,0,0,0,0,0,0,0,0,202.186804
210.934,103.5,399.6,4,8,1,0,1,0,0,0,0,0,0,0,0,0,0,180.353604
210.934,75.59,400.6,4,8,1,0,1,0,0,0,0,0,0,0,0,0,0,152.145604
210.934,74.77,389.4,4,8,1,0,1,0,0,0,0,0,0,0,0,0,0,154.663204
210.934,71.29,370.3,4,8,1,0,1,0,0,0,0,0,0,0,0,0,0,156.875004
210.934,77.77,389.9,4,8,1,0,1,0,0,0,0,0,0,0,0,0,0,157.514204
210.934,93.71,379.2,4,8,1,0,1,0,0,0,0,0,0,0,0,0,0,176.642804
210.934,136.5,391.8,4,8,1,0,1,0,0,0,0,0,0,0,0,0,0,215.678004
210.934,140.9,402.1,4,8,1,0,1,0,0,0,0,0,0,0,0,0,0,217.008604
210.934,156.5,387,4,8,1,0,1,0,0,0,0,0,0,0,0,0,0,237.108404
210.934,162.2,382.4,4,8,1,0,1,0,0,0,0,0,0,0,0,0,0,244.179204
210.934,131.9,379,4,8,1,0,1,0,0,0,0,0,0,0,0,0,0,214.892404
210.934,157.6,381.9,4,8,1,0,1,0,0,0,0,0,0,0,0,0,0,239.728204
210.934,122.4,383.5,4,8,1,0,1,0,0,0,0,0,0,0,0,0,0,204.051404
210.934,63.71,362,4,8,1,0,1,0,0,0,0,0,0,0,0,0,0,151.768404
210.934,120.2,364.4,4,8,1,0,1,0,0,0,0,0,0,0,0,0,0,207.543204
210.934,60.51,359,4,8,1,0,1,0,0,0,0,0,0,0,0,0,0,149.462404
210.934,119.9,397.2,4,8,1,0,1,0,0,0,0,0,0,0,0,0,0,197.468804
212.881,72.72,372.3,3,3,1,0,1,0,1,0,0,0,0,0,0,0,0,88.857445
212.881,139.4,377.7,3,3,1,0,1,0,1,0,0,0,0,0,0,0,0,153.928245
212.881,112.9,367.7,3,3,1,0,1,0,1,0,0,0,0,0,0,0,0,130.408245
212.881,114,368.8,3,3,1,0,1,0,1,0,0,0,0,0,0,0,0,131.180445
212.881,81.41,369,3,3,1,0,1,0,1,0,0,0,0,0,0,0,0,98.530845
212.881,129.5,370,3,3,1,0,1,0,1,0,0,0,0,0,0,0,0,146.322845
212.881,45.34,343,3,3,1,0,1,0,1,0,0,0,0,0,0,0,0,70.208845
212.881,57.63,345,3,3,1,0,1,0,1,0,0,0,0,0,0,0,0,81.902845
212.881,50.56,344.9,3,3,1,0,1,0,1,0,0,0,0,0,0,0,0,74.862645
212.881,61.63,344.9,3,3,1,0,1,0,1,0,0,0,0,0,0,0,0,85.932645
212.881,51.1,345,3,3,1,0,1,0,1,0,0,0,0,0,0,0,0,75.372845
212.881,54.55,344.6,3,3,1,0,1,0,1,0,0,0,0,0,0,0,0,78.942045
212.881,47.15,344.9,3,3,1,0,1,0,1,0,0,0,0,0,0,0,0,71.452645
230.921,-386.1,446.7,3,8,1,0,1,0,0,0,0,0,2,0,0,0,0,-263.85891
230.921,-388,436.7,3,8,1,0,1,0,0,0,0,0,2,0,0,0,0,-262.77891
230.921,-360.6,448.9,3,8,1,0,1,0,0,0,0,0,2,0,0,0,0,-239.01451
212.906,80.41,415.2,3,6,1,0,1,0,0,0,0,0,1,0,0,0,0,142.528547
212.906,67.59,426.4,3,6,1,0,1,0,0,0,0,0,1,0,0,0,0,126.370947
212.95,-19.84,389.3,4,10,1,0,1,0,0,0,0,0,0,0,0,0,0,99.025644
212.95,-38.3,403,4,10,1,0,1,0,0,0,0,0,0,0,0,0,0,76.483044
212.95,-21.34,402.7,4,10,1,0,1,0,0,0,0,0,0,0,0,0,0,93.532444
212.95,-41.57,404.8,4,10,1,0,1,0,0,0,0,0,0,0,0,0,0,72.676644
212.95,4.556,416.1,4,10,1,0,1,0,0,0,0,0,0,0,0,0,0,115.435244
212.95,23.28,416.8,4,10,1,0,1,0,0,0,0,0,0,0,0,0,0,133.950644
212.95,9.136,406.6,4,10,1,0,1,0,0,0,0,0,0,0,0,0,0,122.846244
212.95,-5.814,405.7,4,10,1,0,1,0,0,0,0,0,0,0,0,0,0,108.164444
212.95,-58.05,393.7,4,10,1,0,1,0,0,0,0,0,0,0,0,0,0,59.504444
212.95,-38.03,398.2,4,10,1,0,1,0,0,0,0,0,0,0,0,0,0,78.183444
212.95,-44.42,401.9,4,10,1,0,1,0,0,0,0,0,0,0,0,0,0,70.690844
212.95,11.11,418.1,4,10,1,0,1,0,0,0,0,0,0,0,0,0,0,121.393244
212.95,30.35,428.6,4,10,1,0,1,0,0,0,0,0,0,0,0,0,0,137.504244
212.95,-9.772,399.7,4,10,1,0,1,0,0,0,0,0,0,0,0,0,0,105.994444
212.95,-13.24,406.6,4,10,1,0,1,0,0,0,0,0,0,0,0,0,0,100.470244
212.95,-36.7,408.1,4,10,1,0,1,0,0,0,0,0,0,0,0,0,0,76.563244
212.95,-35.76,401.1,4,10,1,0,1,0,0,0,0,0,0,0,0,0,0,79.589244
212.95,-42.58,411.5,4,10,1,0,1,0,0,0,0,0,0,0,0,0,0,69.670044
212.95,-0.6623,412.7,4,10,1,0,1,0,0,0,0,0,0,0,0,0,0,111.230144
212.95,-22.93,406.7,4,10,1,0,1,0,0,0,0,0,0,0,0,0,0,90.750444
212.95,-38.32,405.6,4,10,1,0,1,0,0,0,0,0,0,0,0,0,0,75.688244
212.95,33.65,425.5,4,10,1,0,1,0,0,0,0,0,0,0,0,0,0,141.728044
212.95,11.25,411.5,4,10,1,0,1,0,0,0,0,0,0,0,0,0,0,123.500044
212.95,1.748,410.9,4,10,1,0,1,0,0,0,0,0,0,0,0,0,0,114.176844
232.868,-449.2,407.3,2,3,1,0,1,0,1,0,0,0,2,0,0,0,0,-384.069269
232.868,-460.7,409.2,2,3,1,0,1,0,1,0,0,0,2,0,0,0,0,-396.135469
232.868,-445.6,406.9,2,3,1,0,1,0,1,0,0,0,2,0,0,0,0,-380.350069
214.878,-200.7,438.9,2,4,1,0,1,0,0,0,0,0,2,0,0,0,0,-155.73031
214.897,-120.9,375.1,3,5,1,0,1,0,1,0,0,0,0,0,0,0,0,-66.654315
214.897,-108.4,376.3,3,5,1,0,1,0,1,0,0,0,0,0,0,0,0,-54.511915
214.897,-66.76,391.4,3,5,1,0,1,0,1,0,0,0,0,0,0,0,0,-17.371715
214.897,-89.91,387.3,3,5,1,0,1,0,1,0,0,0,0,0,0,0,0,-39.299915
214.897,-56.85,382.2,3,5,1,0,1,0,1,0,0,0,0,0,0,0,0,-4.720115
214.897,-102.9,374.2,3,5,1,0,1,0,1,0,0,0,0,0,0,0,0,-48.386115
214.897,-92.11,386.4,3,5,1,0,1,0,1,0,0,0,0,0,0,0,0,-41.231715
214.897,-78.44,392,3,5,1,0,1,0,1,0,0,0,0,0,0,0,0,-29.230515
214.897,-91.3,374.8,3,5,1,0,1,0,1,0,0,0,0,0,0,0,0,-36.964915
214.897,-52.54,376.6,3,5,1,0,1,0,1,0,0,0,0,0,0,0,0,1.258685
214.897,-99.34,381.4,3,5,1,0,1,0,1,0,0,0,0,0,0,0,0,-46.971715
214.897,-108.7,381.2,3,5,1,0,1,0,1,0,0,0,0,0,0,0,0,-56.272115
214.897,-86.2,388.3,3,5,1,0,1,0,1,0,0,0,0,0,0,0,0,-35.887915
214.897,-56.8,393.9,3,5,1,0,1,0,1,0,0,0,0,0,0,0,0,-8.156715
214.897,-90.02,390.8,3,5,1,0,1,0,1,0,0,0,0,0,0,0,0,-40.452915
214.897,-68.49,389.5,3,5,1,0,1,0,1,0,0,0,0,0,0,0,0,-18.535515
214.897,-5.895,370.5,3,5,1,0,1,0,1,0,0,0,0,0,0,0,0,49.721485
214.897,-3.179,373.3,3,5,1,0,1,0,1,0,0,0,0,0,0,0,0,51.603085
214.897,8.762,366.1,3,5,1,0,1,0,1,0,0,0,0,0,0,0,0,65.689685
214.897,-27.94,373.3,3,5,1,0,1,0,1,0,0,0,0,0,0,0,0,26.842085
214.897,-96.67,353.7,3,5,1,0,1,0,1,0,0,0,0,0,0,0,0,-36.047115
214.897,-8.803,372.9,3,5,1,0,1,0,1,0,0,0,0,0,0,0,0,46.098285
214.897,-71.13,355.1,3,5,1,0,1,0,1,0,0,0,0,0,0,0,0,-10.924315
214.897,-76.73,354.1,3,5,1,0,1,0,1,0,0,0,0,0,0,0,0,-16.226315
214.897,-74.06,353.6,3,5,1,0,1,0,1,0,0,0,0,0,0,0,0,-13.407315
214.897,-91.21,349.9,3,5,1,0,1,0,1,0,0,0,0,0,0,0,0,-29.454715
214.922,-101.2,428.7,3,8,1,0,1,0,0,0,0,0,1,0,0,0,0,-4.161813
234.884,-587.2,422.2,2,5,1,0,1,0,1,0,0,0,2,0,0,0,0,-487.566829
234.884,-528.5,430.9,2,5,1,0,1,0,1,0,0,0,2,0,0,0,0,-431.459429
234.884,-560.4,433.6,2,5,1,0,1,0,1,0,0,0,2,0,0,0,0,-464.164029
234.884,-560.2,436,2,5,1,0,1,0,1,0,0,0,2,0,0,0,0,-464.679229
216.894,-313.4,403.8,2,6,1,0,1,0,0,0,0,0,2,0,0,0,0,-219.02787
216.913,-213.6,388.1,3,7,1,0,1,0,1,0,0,0,0,0,0,0,0,-124.285675
216.913,-244.1,391.4,3,7,1,0,1,0,1,0,0,0,0,0,0,0,0,-155.769075
216.913,-150.8,394.8,3,7,1,0,1,0,1,0,0,0,0,0,0,0,0,-63.482275
216.913,-204.5,389.2,3,7,1,0,1,0,1,0,0,0,0,0,0,0,0,-115.513475
216.913,-189.4,395.7,3,7,1,0,1,0,1,0,0,0,0,0,0,0,0,-102.350475
216.913,-158.8,395.5,3,7,1,0,1,0,1,0,0,0,0,0,0,0,0,-71.690875
216.913,-174.8,400,3,7,1,0,1,0,1,0,0,0,0,0,0,0,0,-89.031875
216.913,-224.8,385.7,3,7,1,0,1,0,1,0,0,0,0,0,0,0,0,-134.770475
216.913,-173.4,396.2,3,7,1,0,1,0,1,0,0,0,0,0,0,0,0,-86.499475
216.913,-245,381.9,3,7,1,0,1,0,1,0,0,0,0,0,0,0,0,-153.838075
216.913,-185.2,391.2,3,7,1,0,1,0,1,0,0,0,0,0,0,0,0,-96.809475
216.913,-151.9,393.8,3,7,1,0,1,0,1,0,0,0,0,0,0,0,0,-64.284275
216.913,-217.1,389.5,3,7,1,0,1,0,1,0,0,0,0,0,0,0,0,-128.202875
216.913,-210.5,389,3,7,1,0,1,0,1,0,0,0,0,0,0,0,0,-121.453875
216.913,-201.8,388.6,3,7,1,0,1,0,1,0,0,0,0,0,0,0,0,-112.634675
216.913,-174.2,396.6,3,7,1,0,1,0,1,0,0,0,0,0,0,0,0,-87.418675
216.913,-152.5,407,3,7,1,0,1,0,1,0,0,0,0,0,0,0,0,-68.817875
216.913,-179.5,418.3,3,7,1,0,1,0,1,0,0,0,0,0,0,0,0,-99.185275
216.913,-145.7,409,3,7,1,0,1,0,1,0,0,0,0,0,0,0,0,-62.613875
216.913,-127.2,413.8,3,7,1,0,1,0,1,0,0,0,0,0,0,0,0,-45.544275
217.322,67.96,357,2,3,1,0,1,1,0,0,0,0,0,0,0,0,0,89.969535
217.322,60.28,357.8,2,3,1,0,1,1,0,0,0,0,0,0,0,0,0,82.051135
217.322,71.47,355.8,2,3,1,0,1,1,0,0,0,0,0,0,0,0,0,93.837135
217.322,139.1,339.5,2,3,1,0,1,1,0,0,0,0,0,0,0,0,0,166.324535
217.322,134.2,341.8,2,3,1,0,1,1,0,0,0,0,0,0,0,0,0,160.739135
217.869,74.44,321.9,1,4,1,0,0,0,0,0,1,0,0,0,0,0,0,86.057828
217.896,-335.7,347.8,1,0,1,0,0,0,2,0,0,1,0,0,0,1,0,-323.449667
218.86,-300.2,360.4,2,2,1,0,1,0,2,0,0,0,0,0,0,0,0,-271.482634
218.86,-292.6,361.6,2,2,1,0,1,0,2,0,0,0,0,0,0,0,0,-264.240234
218.86,-211.5,342.4,2,2,1,0,1,0,2,0,0,0,0,0,0,0,0,-177.418634
218.86,-241.8,342.3,2,2,1,0,1,0,2,0,0,0,0,0,0,0,0,-207.688834
237.309,-365.2,406.9,1,3,1,0,1,1,0,0,0,0,2,0,0,0,0,-298.637379
219.338,-35.77,365,2,5,1,0,1,1,0,0,0,0,0,0,0,0,0,22.798175
219.338,-20.43,370.8,2,5,1,0,1,1,0,0,0,0,0,0,0,0,0,36.409775
219.338,-27.63,368.5,2,5,1,0,1,1,0,0,0,0,0,0,0,0,0,29.895175
219.338,-16.06,366.5,2,5,1,0,1,1,0,0,0,0,0,0,0,0,0,42.061175
219.338,15.28,375.7,2,5,1,0,1,1,0,0,0,0,0,0,0,0,0,70.659575
219.338,15.71,378.9,2,5,1,0,1,1,0,0,0,0,0,0,0,0,0,70.135975
238.847,-782.3,407.5,1,2,1,0,1,0,2,0,0,0,2,0,0,0,0,-708.195148
220.876,-377.1,370.3,2,4,1,0,1,0,2,0,0,0,0,0,0,0,0,-312.390194
220.876,-388.2,375.2,2,4,1,0,1,0,2,0,0,0,0,0,0,0,0,-324.950394
220.876,-436.5,373.7,2,4,1,0,1,0,2,0,0,0,0,0,0,0,0,-372.803394
220.876,-370.8,373,2,4,1,0,1,0,2,0,0,0,0,0,0,0,0,-306.894794
220.876,-419.4,367.5,2,4,1,0,1,0,2,0,0,0,0,0,0,0,0,-353.855794
220.876,-415,376.8,2,4,1,0,1,0,2,0,0,0,0,0,0,0,0,-352.227194
220.876,-333.2,380.7,2,4,1,0,1,0,2,0,0,0,0,0,0,0,0,-271.589394
220.876,-371.2,381.9,2,4,1,0,1,0,2,0,0,0,0,0,0,0,0,-309.946994
220.94,-535.5,385.5,2,5,1,0,0,0,2,0,0,0,0,0,0,1,0,-463.966888
223.301,-221.9,354.7,1,2,1,0,1,1,1,0,0,0,0,0,0,0,0,-190.171344
223.365,-333.7,358,1,3,1,0,0,1,1,0,0,0,0,0,0,1,0,-291.601838
229.333,231.7,376.3,3,3,1,0,1,1,0,0,0,0,0,0,0,0,0,249.668655
229.333,257.5,381.1,3,3,1,0,1,1,0,0,0,0,0,0,0,0,0,274.038255
229.333,247.9,380.5,3,3,1,0,1,1,0,0,0,0,0,0,0,0,0,264.617055
229.333,239.9,379.8,3,3,1,0,1,1,0,0,0,0,0,0,0,0,0,256.825655
229.333,250.6,381.2,3,3,1,0,1,1,0,0,0,0,0,0,0,0,0,267.108455
229.333,253.8,380.9,3,3,1,0,1,1,0,0,0,0,0,0,0,0,0,270.397855
229.333,207.9,354.3,3,3,1,0,1,1,0,0,0,0,0,0,0,0,0,232.424655
229.333,198.9,356.3,3,3,1,0,1,1,0,0,0,0,0,0,0,0,0,222.828655
229.333,199,357,3,3,1,0,1,1,0,0,0,0,0,0,0,0,0,222.720055
229.333,201.1,356.8,3,3,1,0,1,1,0,0,0,0,0,0,0,0,0,224.879655
229.333,194,355.8,3,3,1,0,1,1,0,0,0,0,0,0,0,0,0,218.077655
229.333,197.1,357.4,3,3,1,0,1,1,0,0,0,0,0,0,0,0,0,220.700855
229.333,189.6,356,3,3,1,0,1,1,0,0,0,0,0,0,0,0,0,213.618055
229.88,153.6,344.9,2,4,1,0,0,0,0,0,1,0,0,0,0,0,0,160.074348
229.88,140.5,347.1,2,4,1,0,0,0,0,0,1,0,0,0,0,0,0,146.318748
229.88,206.6,324.9,2,4,1,0,0,0,0,0,1,0,0,0,0,0,0,219.034348
249.32,-277.7,421.1,2,3,1,0,1,1,0,0,0,0,2,0,0,0,0,-213.658459
249.32,-287.5,420.2,2,3,1,0,1,1,0,0,0,0,2,0,0,0,0,-223.190259
249.32,-259.8,413.9,2,3,1,0,1,1,0,0,0,0,2,0,0,0,0,-193.612859
231.349,62.49,382.7,3,5,1,0,1,1,0,0,0,0,0,0,0,0,0,117.494095
231.349,51.68,388.8,3,5,1,0,1,1,0,0,0,0,0,0,0,0,0,104.866295
231.349,88.2,397.4,3,5,1,0,1,1,0,0,0,0,0,0,0,0,0,138.823495
231.349,63.37,389.4,3,5,1,0,1,1,0,0,0,0,0,0,0,0,0,116.377495
231.349,91.95,396.5,3,5,1,0,1,1,0,0,0,0,0,0,0,0,0,142.841695
231.349,51.97,384.8,3,5,1,0,1,1,0,0,0,0,0,0,0,0,0,106.348295
231.349,86.23,377.7,3,5,1,0,1,1,0,0,0,0,0,0,0,0,0,142.724095
231.349,78.4,397.7,3,5,1,0,1,1,0,0,0,0,0,0,0,0,0,128.934095
